Transaction_ID;Fecha_Venta;Cliente_Nombre;Ciudad_Origen;Categoria_Producto;Unidades_Vendidas;Precio_Unitario_USD;Descuento_Aplicado
TXN-11037;2024/11/05;Acme SAS;Bucaramanga;Oficina;34;267.04;0.3
TXN-11038;2025/02/11;Edu Corp;Bogotá;Servicios;53;727.32;0.11
TXN-11039;2025/05/10;Eco Group;Barranquilla;Mobiliario;4;274.32;0.28
TXN-11040;2025/01/25;Neo Systems;Medellín;Software;78;903.43;0.15
TXN-11041;2026/09/07;Eco Group;Bogotá;Mobiliario;27;1104.04;0.08
TXN-11042;2026/10/08;Neo Systems;Bucaramanga;Software;38;406.83;0.01
TXN-11043;2025/10/23;Neo Systems;Bogotá;Software;5;626.41;0.08
TXN-11044;2026/09/15;Bio Health;Bogotá;Oficina;33;1069.47;0.14
TXN-11045;2024/04/01;Eco Group;Barranquilla;Electrónica;48;937.76;0.27
TXN-11046;2025/08/28;Global Trade;Cali;Electrónica;82;1421.14;0.18
TXN-11047;2025/09/13;Acme SAS;Bucaramanga;Electrónica;47;1217.32;0.19
TXN-11048;2026/09/05;Acme SAS;Bogotá;Servicios;18;905.88;0.16
TXN-11049;2024/08/25;Acme SAS;Bucaramanga;Servicios;66;1342.88;0.2
TXN-11050;2026/03/25;Edu Corp;Barranquilla;Electrónica;39;21.6;0.12
TXN-11051;2024/12/03;Eco Group;Cali;Electrónica;52;309.68;0.08
TXN-11052;2025/01/23;Bio Health;Bogotá;Electrónica;83;134.69;0.04
TXN-11053;2026/12/04;Edu Corp;Medellín;Mobiliario;99;1339.61;0.01
TXN-11054;2024/04/11;Edu Corp;Cali;Electrónica;21;1021.5;0.02
TXN-11055;2024/05/15;Tech Corp;Barranquilla;Servicios;2;256.17;0.21
TXN-11056;2024/08/16;Acme SAS;Medellín;Software;68;1285.7;0.01
TXN-11057;2026/01/30;Eco Group;Bucaramanga;Electrónica;69;79.6;0.3
TXN-11058;2026/01/05;Global Trade;Medellín;Oficina;75;366.74;0.04
TXN-11059;2026/10/31;Tech Corp;Bucaramanga;Oficina;100;549.63;0.19
TXN-11060;2026/10/07;Global Trade;Barranquilla;Oficina;75;78.16;0.28
TXN-11061;2024/06/19;Bio Health;Bogotá;Mobiliario;85;1479.45;0.1
TXN-11062;2026/08/16;Bio Health;Cali;Servicios;68;704.44;0.26
TXN-11063;2026/05/13;Bio Health;Bogotá;Electrónica;11;287.71;0.25
TXN-11064;2025/09/04;Edu Corp;Medellín;Oficina;24;1116.9;0.1
TXN-11065;2025/07/20;Tech Corp;Cali;Software;41;820.95;0.1
TXN-11066;2024/09/23;Edu Corp;Cali;Oficina;43;517.43;0.27
TXN-11067;2026/08/16;Global Trade;Bogotá;Servicios;16;486.4;0.27
TXN-11068;2026/10/31;Global Trade;Barranquilla;Oficin ;74;676.49;0.17
TXN-11069;2025/09/17;Acme SAS;Bucaramanga;Software;79;623.39;0.07
TXN-11070;2026/04/17;Eco Group;Barranquilla;Servicios;64;1415.85;0.03
TXN-11071;2026/05/23;Global Trade;Barranquilla;Electrónica;92;1204.49;0.11
TXN-11072;2024/02/29;N3o Systems;Medellin;Mobilia;-83;1274.9;0.02
TXN-11073;2025/10/05;Acme SAS;Barranquilla;Electrónica;71;418.72;0.1
TXN-11074;2026/10/04;Edu Corp;Cali;Software;84;519.26;0.03
TXN-11075;2026/09/22;Global Trade;Cali;Electrónica;57;426.12;0.09
TXN-11076;2026/03/18;Acme SAS;Bucaramanga;Electrónica;50;1426.99;0.2
TXN-11077;2026/05/07;Tech Corp;Bucaramanga;Servicios;66;1095.28;0.17
TXN-11078;12-11-2026;Neo Systems;Cali;Electrónica;42;706.78;0.19
TXN-11079;2025/05/13;Bio Health;Cali;Software;28;879.23;0.09
TXN-11080;2025/10/12;Tech Corp;Bogotá;Electrónica;51;1281.79;0.26
TXN-11081;2026/03/25;Acme SAS;Bogotá;Electrónica;14;740.89;0.07
TXN-11082;2024/11/05;Edu Corp;Medellín;Electrónica;13;1456.17;0.12
TXN-11083;2025/03/06;Eko Group;Bogotá;Oficina;30;468.4;0.13
TXN-11084;2024/07/15;Bio Health;Cali;Electrónica;11;788.44;0.21
TXN-11085;2025/06/29;Tech Corp;Medellín;Servicios;19;931.34;0.23
TXN-11086;2025/02/20;Global Trade;Bogotá;Electrónica;31;1491.34;0.16
TXN-11087;2026/05/19;Tech Corp;Medellín;Oficina;56;797.8;0.19
TXN-11088;2024/05/28;Tech Corp;Medellín;Oficina;64;220.17;0.27
TXN-11089;2025/01/03;Bio Health;Barranquilla;Mobiliario;46;41.9;0.08
tx_ 11090;2024/02/25;Acme SAS;Cali;Sftware;34;460,12;0.14
TXN-11091;2026/07/29;Acme SAS;Barranqilla; Servicios ;57;1103.32;0.3
TXN-11092;2025/04/04;Eco Group;Bucaramanga;Mobiliario;34;1180.0;0.27
TXN-11093;2024/10/31;Tech Corp;Bogotá;Mobiliario;5;582.7;0.06
TXN-11094;2024/11/20;Bio Health;Medellín;Electrónica;6;874.82;0.23
TXN-11095;2026/09/11;Eco Group;Bucaramanga;Software;96;592.77;0.24
TXN-11096;2025/12/21;Tech Corp;Medellín;Oficina;35;897.81;0.13
TXN-11097;2025/11/07;Neo Systems;Barranquilla;Software;21;1280.34;0.2
TXN-11098;2025/03/30;Global Trade;Barranquilla;Oficina;16;1038.76;0.24
TXN-11099;2024/08/01;Global Trade;Bucaramanga;Software;18;193.6;0.22
TXN-11100;2024/10/02;Neo Systems;Medellín;Electrónica;71;573.32;0.1
TXN-11101;2026/09/01;Tech Corp;Bogotá;Mobiliario;16;559.83;0.22
TXN-11102;2026/09/24;Tech Corp;Cali;Mobiliario;10;1049.2;0.17
TXN-11103;2024/09/04;Acme SAS;Bogotá;Servicios;20;637.65;0.08
TXN-11104;2025/10/17;Neo Systems;Medellín;Oficina;73;285.51;0.02
tx_ 11105;2024/05/30;Eko Group;medeLLin;Software;14;602.4;0.26
TXN-11106;2024/06/11;Edu Corp;Bucaramanga;Software;65;1460.84;0.22
TXN-11107;2026/04/05;Eco Group;Medellín;Oficina;46;1310.33;0.26
TXN-11108;2025/08/20;Acme SAS;Medellín;Software;23;964.23;0.08
TXN-11109;2025/12/29;Acme SAS;Barranquilla;Servicios;78;153.26;0.14
TXN-11110;2024/07/21;Tech Corp; Bogo-ta;Servicios;54;826.86;0.09
TXN-11111;2026/05/17;Eco Group;Bucaramanga;Electrónica;71;1458.82;0.21
TXN-11112;2026/07/10;Tech Corp;Barranquilla;Software;13;1312.21;0.03
TXN-11113;2026/06/11;Neo Systems;Bogotá;Mobiliario;80;873.8;0.14
TXN-11114;2026/12/29;Bio Health;Cali;Software;38;654.68;0.03
TXN-11115;2024/12/28;Tech Corp;Cali;Software;98;368.95;0.27
TXN-11116;01-07-2025;Acme SAS;bogota;Mobilia;79;781.14;0.08
TXN-11117;2025/07/15;Global Trade;Cali;Mobiliario;57;746.99;0.05
TXN-11118;2025/11/24;Tech Corp;Bucaramanga;Oficina;39;288.78;0.17
TXN-11119;2026/07/23;Global Trade;Bogotá;Software;13;1037.23;0.02
TXN-11120;2026/09/08;Bio Health;Cali;Oficina;3;1293.66;0.15
TXN-11121;2024/03/04;Global Trade;Cali;Electrónica;4;394.95;0.14
TXN-11122;2026/10/08;Eco Group;Bogotá;Electrónica;34;103.02;0.02
TXN-11123;2026/05/21;Neo Systems;Cali;Servicios;36;176.28;0.16
TXN-11124;2024/10/15;Global Trade;Bucaramanga;Mobiliario;33;542.87;0.26
tx_ 11125;10-02-2024;Acme sas ;Bucaramanga;Electrónica;74;964,39;0.16
TXN-11126;2026/09/21;Global Trade;Cali;Mobiliario;33;85.09;0.22
TXN-11127;2025/01/06;Acme SAS;Medellín;Servicios;60;429.16;0.02
TXN-11128;09-06-2025;Eco Group;Medellín;Oficina;72;593,36;0.2
TXN-11129;2024/02/21;Bio Health;Cali;Electrónica;88;473.73;0.11
TXN-11130;2025/01/24;Edu Corp;Medellín;Mobiliario;91;1122.68;0.08
TXN-11131;2025/01/17;Edu Corp;Bogotá;Oficina;27;235.03;0.22
TXN-11132;2025/12/08;Eko Group;Barranqilla;electronica;67;85,88;0.01
TXN-11133;2025/10/05;Eco Group;Bucaramanga;Electrónica;20;1315.73;0.08
TXN-11134;2024/10/19;Bio Health;Bogotá;Servicios;47;841.78;0.3
TXN-11135;2024/05/28;Neo Systems;Cali;Mobiliario;27;1486.0;0.19
TXN-11136;2025/10/08;Global Trade;Cali;Servicios;75;285.17;0.26
TXN-11137;2026/06/08;N3o Systems;Bucaramanga;Mobilia;77;183,33;0.1
TXN-11138;2025/03/03;Bio Health;Cali;Oficina;69;372.83;0.17
TXN-11139;2024/10/04;Edu Corp;Barranquilla;Software;36;1468.11;0.25
TXN-11140;17-02-2024;Tech Corp;BGA;Mobiliario;75;612.03;0.14
TXN-11141;2026/05/12;Tech Corp;Barranquilla;Software;47;1452.97;0.21
TXN-11142;2026/04/12;Acme SAS;Cali;Mobiliario;40;119.72;0.28
TXN-11143;03-11-2024;Bio Health;bogota; Servicios ;66;944.54;0.25
TXN-11144;2024/09/04;Neo Systems;cali;Servicios;21;417,86;0.3
TXN-11145;2026/05/19;Tech Corp;Cali;Electrónica;12;1366.2;0.13
TXN-11146;2024/01/02;Bio Health;Cali;Mobiliario;16;90.84;0.02
tx_ 11147;02-05-2026;Edu Corp;Bogota ;Servicios;50;596,75;N/A
TXN-11148;2024/09/10;Tech Corp;Bogotá;Servicios;12;821.29;0.19
TXN-11149;2024/07/26;Global Trade;Bucaramanga;Mobiliario;6;627.59;0.03
TXN-11150;2025/07/18;Global Trade;Bogotá;Oficina;95;400.85;0.06
TXN-11151;2025/02/05;Neo Systems;Barranquilla;Electrónica;10;870.46;0.07
TXN-11152;2024/08/22;Global Trade;Bucaramanga;Software;3;1169.34;0.19
TXN-11153;2024/04/22;Eco Group;Bucaramanga;Servicios;25;1462.03;0.08
TXN-11154;2025/11/22;Neo Systems;Bucaramanga;Software;2;517.08;0.23
TXN-11155;2026/09/29;Edu Corp;Barranquilla;Servicios;22;301.77;0.1
TXN-11156;;Acme SAS;Medellín;Oficin ;14;592.31;0.15
TXN-11157;2025/12/04;Neo Systems;Barranquilla;Electrónica;97;1023.61;0.22
TXN-11158;2024/07/15;Acme SAS;Barranquilla;Mobiliario;27;1211.1;0.17
TXN-11159;2026/06/17;Bio Health;Barranquilla;Software;37;1217.96;0.11
TXN-11160;2025/01/23;Acme SAS;Cali;Mobiliario;69;417.63;0.18
TXN-11161;2025/10/14;Acme SAS;Bucaramanga;Servicios;32;1278.97;0.0
TXN-11162;2025/05/27;Bio Health;Cali;Mobiliario;34;742.72;0.13
TXN-11163;2024/02/04;Global Trade;Cali;Electrónica;17;471.55;0.26
TXN-11164;2025/04/20;Neo Systems;Medellín;Servicios;6;1443.79;0.3
TXN-11165;2026/05/29;Tech Corp;Bogotá;Oficina;33;157.32;0.02
TXN-11166;2024/10/27;Acme SAS;Barranquilla;Mobiliario;23;51.1;0.02
TXN-11167;2024/01/13;Global Trade;Barranquilla;Software;49;1146.75;0.26
tx_ 11168;2026/08/24;Eko Group;medeLLin;Servicios;96;1420,43;0.08
TXN-11169;2024/09/18;Eco Group;Bucaramanga;Electrónica;10;1004.87;0.26
TXN-11170;2025/02/28;Global Trade;Cali;Servicios;67;1016.19;0.03
TXN-11171;2024/03/01;Tech Corp;Barranquilla;Mobiliario;88;756.1;0.15
TXN-11172;2025/11/19;Bio Health;Bogotá;Mobiliario;47;207.97;0.24
TXN-11173;2025/04/06;Eco Group;Medellín;Mobiliario;49;950.17;0.08
TXN-11174;2026/03/29;Acme SAS;Cali;Servicios;92;1323.69;0.14
TXN-11175;2025/10/14;Bio Health;Medellín;Mobiliario;96;410.42;0.29
TXN-11176;2025/09/16;Bio Health;Medellín;Oficina;7;364.59;0.17
TXN-11177;2025/09/22;Acme SAS;Cali;Servicios;79;1444.54;0.19
TXN-11178;2024/09/02;Tech Corp;Barranquilla;Electrónica;14;929.34;0.04
TXN-11179;2025/11/10;Bio Health;Medellin;Oficin ;42;926.1;0.23
tx_ 11180;2024/10/24;Bio-Health;Bucaramanga;Oficin ;28;1074.32;0.19
TXN-11181;2024/06/28;Acme SAS;Medellín;Mobiliario;55;545.74;0.03
TXN-11182;2024/12/28;Acme SAS;Medellín;Mobiliario;69;1364.12;0.06
TXN-11183;2024/06/19;Neo Systems;Cali;Oficina;99;1226.69;0.24
TXN-11184;2024/12/20;Tech Corp;Bucaramanga;Software;93;862.66;0.2
TXN-11185;2024/08/04;Edu Corp;Medellin;Electrónica;-85;1225,37;0.23
TXN-11186;;Acme sas ;Barranqilla;Software;-44;501.68;N/A
TXN-11187;;Edu Corp;Barranqilla;Mobiliario;80;830.89;0.14
TXN-11188;2024/07/22;Tech Corp;Cali;Software;67;258.34;0.19
TXN-11189;2024/06/13;Global Trade;Barranquilla;Electrónica;16;1456.99;0.11
TXN-11190;2024/10/29;Neo Systems;Barranquilla;Electrónica;4;1125.97;0.14
TXN-11191;2026/05/18;Neo Systems;Medellín;Servicios;22;321.6;0.15
TXN-11192;2025/08/08;Neo Systems;Medellín;Oficina;18;970.65;0.29
TXN-11193;2024/01/25;Neo Systems;Bucaramanga;Electrónica;17;1145.49;0.07
TXN-11194;2025/08/29;Edu Corp;Bucaramanga;Servicios;53;935.52;0.01
tx_ 11195;2024/12/17;Edu Corp;BGA; Servicios ;91;1306.37;0.24
TXN-11196;2025/04/05;Acme SAS;Barranquilla;Mobiliario;64;334.01;0.11
TXN-11197;2026/01/01;Neo Systems;Bucaramanga;Mobiliario;16;543.62;0.1
TXN-11198;2026/03/03;Global Trade;Barranquilla;Oficina;55;1294.39;0.2
TXN-11199;2025/11/24;Global Trade;Barranquilla;Servicios;18;95.16;0.05
TXN-11200;2024/01/08;Edu Corp;Bogotá;Mobiliario;44;1264.68;0.29
TXN-11201;2026/10/26;Tech Corp;Barranquilla;Mobiliario;48;1325.53;0.04
TXN-11202;2025/06/01;Acme SAS;Barranquilla;Mobiliario;98;1269.24;0.05
TXN-11203;2025/07/26;Bio Health;Barranquilla;Servicios;79;1363.8;0.28
TXN-11204;2025/01/04;Eco Group;Cali;Servicios;15;991.74;0.24
TXN-11205;2024/07/06;Acme SAS;Bogotá;Mobiliario;81;94.8;0.07
TXN-11206;2024/04/30;Acme SAS;Medellín;Mobiliario;92;294.15;0.28
TXN-11207;2026/08/08;Global Trade;Bogotá;Servicios;8;647.53;0.07
TXN-11208;2026/03/11;Bio Health;Cali;Software;18;1396.46;0.0
TXN-11209;2026/10/04;Acme SAS;Barranquilla;Servicios;40;699.7;0.3
TXN-11210;2024/05/10;Bio Health;Medellín;Oficina;37;868.5;0.0
TXN-11211;2026/07/14;Global Trade;Bucaramanga;Servicios;13;213.76;0.27
TXN-11212;2024/09/30;Eco Group;Bucaramanga;Servicios;50;1036.13;0.01
TXN-11213;2026/04/29;Edu Corp;Bucaramanga;Oficina;33;120.09;0.22
TXN-11214;2026/05/20;Neo Systems;Bucaramanga;Electrónica;45;463.4;0.13
TXN-11215;2026/03/26;Tech Corp;Bucaramanga;Oficina;56;107.92;0.03
TXN-11216;2026/05/24;Edu Corp;Medellín;Servicios;57;272.35;0.01
TXN-11217;2025/04/26;Acme SAS;Cali;Oficina;67;1242.58;0.14
TXN-11218;2025/12/08;Eco Group;Cali;Mobiliario;16;1264.59;0.07
TXN-11219;2024/04/25;Edu Corp;Barranquilla;Software;28;533.29;0.17
TXN-11220;;tech corp;Barranqilla;electronica;6;576.04;0.25
TXN-11221;2024/05/14;Edu Corp;Cali;Electrónica;8;673.02;0.01
TXN-11222;16-10-2025;N3o Systems;Medellin; Servicios ;55;735.28;0.25
TXN-11223;2024/12/11;Eco Group;Barranquilla;Oficina;16;1083.67;0.22
TXN-11224;2024/01/29;Eco Group;Cali;Mobiliario;17;1053.16;0.09
TXN-11225;2025/09/16;Eco Group;Bucaramanga; Servicios ;-75;244.1;0.19
TXN-11226;2025/07/14;Tech Corp;Cali;Oficina;90;1451.71;0.18
TXN-11227;2025/08/02;Acme SAS;Medellín;Software;53;58.19;0.25
TXN-11228;2024/10/06;Edu Corp;Medellín;Electrónica;13;1093.59;0.04
TXN-11229;2026/03/26;Eco Group;Medellín;Servicios;91;1046.37;0.24
TXN-11230;2024/02/07;Bio-Health; Bogo-ta;Mobilia;45;1024,2;0.25
TXN-11231;2025/05/24;Acme SAS;Bucaramanga;Software;59;147.21;0.26
TXN-11232;2026/11/27;Tech Corp;Bogotá;Mobiliario;13;315.46;0.23
TXN-11233;2026/01/22;Tech Corp;Medellín;Servicios;24;178.8;0.29
TXN-11234;2025/05/27;Eco Group;Bucaramanga;Mobiliario;11;424.93;0.0
TXN-11235;2026/09/28;Edu Corp;Cali;Software;81;242.03;0.01
TXN-11236;2025/06/28;Tech Corp;Medellín;Software;74;693.72;0.0
TXN-11237;2025/08/11;Tech Corp;Bogotá;Electrónica;45;1472.26;0.18
TXN-11238;2024/09/20;Neo Systems;Medellín;Mobiliario;14;1452.7;0.25
TXN-11239;2026/03/20;Global Trade;Cali;Servicios;53;975.3;0.24
TXN-11240;2026/01/24;Tech Corp;Bogotá;Mobilia;51;1177.76;0.28
TXN-11241;2025/08/08;Neo Systems;Barranquilla;Oficina;49;60.91;0.14
TXN-11242;2024/06/22;Acme SAS;Cali;Software;90;719.66;0.28
TXN-11243;2025/06/21;Neo Systems;Medellín;Servicios;76;221.61;0.1
TXN-11244;2025/07/31;Bio Health;Bogotá;Servicios;88;782.3;0.29
TXN-11245;2024/01/17;Global Trade;Barranquilla;Mobiliario;21;257.48;0.11
TXN-11246;2024/11/11;Acme SAS;Barranquilla;Oficina;11;1360.22;0.19
TXN-11247;2026/01/03;Bio Health;Bogotá;Servicios;4;564.02;0.0
TXN-11248;2025/07/20;Edu Corp;medeLLin;Software;-9;1191.75;0.22
TXN-11249;2025/04/25;Neo Systems;Bogotá;Servicios;66;1420.06;0.05
TXN-11250;2024/04/09;Edu Corp;Cali;Servicios;97;1108.75;0.13
TXN-11251;2025/08/13;Global Trade;medeLLin;Software;-22;914.74;0.11
TXN-11252;2025/07/27;Bio Health;Cali;Servicios;95;327.94;0.18
TXN-11253;2026/09/22;Tech Corp;Bucaramanga;Servicios;59;323.55;0.3
TXN-11254;2024/12/21;Tech Corp;Bogotá;Electrónica;14;1421.15;0.28
TXN-11255;2024/01/29;Edu Corp;Medellín;Oficina;58;879.8;0.11
TXN-11256;2024/08/20;Bio Health;Barranquilla;Oficina;73;295.49;0.1
TXN-11257;21-07-2024;N3o Systems;Medellín;Sftware;25;811.64;0.08
TXN-11258;02-12-2026;Global Trade;bogota;Oficin ;99;1456.68;0.21
TXN-11259;2024/05/13;tech corp;Barranqilla;Sftware;-3;721.68;0.21
TXN-11260;2024/03/22;Acme SAS;Bogotá;Electrónica;62;1274.94;0.26
TXN-11261;2025/06/15;Global Trade;Cali;Servicios;2;646.44;0.19
TXN-11262;2024/09/22;Neo Systems;Bogota ;Electrónica;25;1327,0;0.18
TXN-11263;2026/08/11;Edu Corp;Bogotá;Servicios;41;1159.38;0.25
TXN-11264;2026/09/26;Bio Health;Bucaramanga;Software;15;1354.84;0.11
TXN-11265;2024/04/21;Edu Corp;Barranquilla;Software;71;511.33;0.02
TXN-11266;2026/04/26;Tech Corp;Bucaramanga;Electrónica;34;232.99;0.02
TXN-11267;2025/07/26;Edu Corp;Medellín;Electrónica;53;107.16;0.16
TXN-11268;06-08-2025;N3o Systems;Medellin;Oficin ;-24;265.71;0.02
TXN-11269;2026/10/06;Tech Corp;Cali;Software;3;799.27;0.15
TXN-11270;2026/07/27;Tech Corp;Cali;Mobiliario;98;760.41;0.23
TXN-11271;2025/07/08;Neo Systems;Medellín;Electrónica;81;371.65;0.21
TXN-11272;2025/05/23;Edu Corp;Medellín;Mobiliario;33;78.68;0.19
TXN-11273;2026/04/01;Acme SAS;Bogotá;Servicios;75;1465.43;0.26
TXN-11274;2026/12/23;Eco Group;Barranquilla;Electrónica;29;1014.77;0.18
TXN-11275;2026/01/05;Tech Corp;Medellín;Software;39;80.14;0.13
TXN-11276;2025/04/04;Edu Corp;Cali;Mobiliario;55;49.3;0.18
TXN-11277;2025/03/08;Edu Corp;Medellín;Oficina;64;978.76;0.23
TXN-11278;2025/07/15;Tech Corp;Medellín;Servicios;98;467.27;0.23
TXN-11279;2026/12/12;Acme SAS;Barranquilla;Servicios;45;432.34;0.12
TXN-11280;2025/04/24;Bio Health;Barranquilla;Software;68;1326.45;0.0
TXN-11281;2026/09/01;Bio Health;Bucaramanga;Software;98;23.43;0.01
TXN-11282;2026/10/05;Neo Systems;Medellín;Oficina;60;182.9;0.19
TXN-11283;2025/04/09;Neo Systems;Bucaramanga;Oficin ;65;1171.69;0.2
TXN-11284;2024/01/17;Bio Health;Bogotá;Software;9;927.24;0.24
TXN-11285;2026/11/13;Acme SAS;Bogotá;Servicios;69;172.37;0.2
TXN-11286;2024/12/16;Neo Systems;Medellín;Electrónica;78;601.1;0.25
TXN-11287;2025/04/12;Eco Group;Cali;Servicios;11;1275.06;0.25
TXN-11288;2025/08/11;Global Trade;Cali;Mobiliario;82;1315.41;0.12
TXN-11289;2026/11/11;Acme SAS;Bogotá;Mobiliario;85;876.68;0.16
TXN-11290;2025/02/27;Global Trade;Bucaramanga;Electrónica;73;489.72;0.04
TXN-11291;2026/12/20;Tech Corp;Bucaramanga;Software;44;739.19;0.26
TXN-11292;2024/10/08;Global Trade;Bogotá;Servicios;23;1018.15;0.28
TXN-11293;2026/09/16;Acme SAS;Barranquilla;Mobiliario;7;764.22;0.03
TXN-11294;2024/02/06;Bio Health;Bogotá;Electrónica;86;1480.32;0.08
TXN-11295;2025/02/25;Edu Corp;Medellín;Mobiliario;65;597.25;0.06
TXN-11296;2026/08/23;Acme SAS;Bogotá;Servicios;9;499.55;0.24
TXN-11297;2026/08/31;Edu Corp;Barranquilla;Electrónica;10;111.71;0.2
TXN-11298;2024/03/28;Acme SAS;Bucaramanga;Servicios;41;984.15;0.11
TXN-11299;2024/04/22;Tech Corp;Cali;Software;25;1094.97;0.04
TXN-11300;2026/05/11;Bio Health;BGA;electronica;85;510,19;0.25
TXN-11301;2026/04/30;Bio Health;Bogotá;Servicios;39;875.8;0.03
TXN-11302;2025/03/08;Global Trade;Medellín;Oficina;11;1215.74;0.15
TXN-11303;2025/01/02;Acme SAS;Bogotá;Mobiliario;86;1112.04;0.02
TXN-11304;2024/03/08;Edu Corp;Barranquilla;Mobiliario;33;1490.7;0.09
TXN-11305;2024/04/27;Acme SAS;Barranquilla;Software;92;1048.91;0.21
TXN-11306;2024/09/11;Global Trade;Bogotá;Software;99;1208.1;0.27
TXN-11307;2026/04/26;Eco Group;cali;Oficina;78;1126.99;0.29
TXN-11308;2026/11/05;Eco Group;Barranquilla;Mobiliario;1;570.89;0.11
TXN-11309;2024/10/14;Eco Group;Medellín;Software;75;915.31;0.01
TXN-11310;2024/04/22;Tech Corp;Bogotá;Servicios;47;525.65;0.11
TXN-11311;2024/09/30;Eco Group;Barranquilla;Servicios;6;207.06;0.28
TXN-11312;2025/10/17;Bio Health;Barranquilla;Electrónica;4;562.23;0.27
TXN-11313;2026/05/16;Neo Systems;Cali;Mobiliario;66;266.05;0.21
TXN-11314;2025/03/25;Eco Group;Bucaramanga;Oficina;39;784.24;0.05
TXN-11315;2026/09/22;Edu Corp;Bucaramanga;Servicios;57;1097.61;0.26
TXN-11316;2026/07/06;Acme SAS;Barranquilla;Servicios;38;1347.13;0.24
TXN-11317;2025/03/09;Global Trade;Barranquilla;Servicios;1;1200.87;0.1
TXN-11318;2025/03/23;Edu Corp;Cali;Servicios;29;1394.56;0.03
TXN-11319;2025/12/10;Eco Group;Medellín;Electrónica;48;641.73;0.2
TXN-11320;2025/09/19;Global Trade;Bucaramanga;Servicios;78;488.81;0.22
TXN-11321;2026/11/19;Tech Corp;Bogotá;Oficina;3;404.81;0.2
TXN-11322;2025/07/25;Global Trade;Barranquilla;Servicios;94;1212.28;0.09
TXN-11323;2024/07/03;Edu Corp;Cali;Oficina;74;1431.37;0.26
TXN-11324;2025/03/05;Edu Corp;Cali;Mobiliario;73;1398.93;0.16
tx_ 11325;2024/07/23;Eco Group;cali;Mobilia;11;747.66;N/A
TXN-11326;2026/05/13;Global Trade;Barranquilla;Servicios;5;1002.44;0.09
TXN-11327;2024/04/22;Global Trade;Bucaramanga;Mobiliario;12;1248.13;0.11
TXN-11328;2025/05/14;Edu Corp;Bogota ;electronica;-4;530.45;0.2
TXN-11329;2024/06/04;Bio Health;Bogotá;Oficina;19;963.28;0.06
TXN-11330;2024/06/27;Neo Systems;Bucaramanga;Electrónica;74;1295.86;0.12
TXN-11331;2024/03/15;Global Trade;Bucaramanga;Electrónica;21;1305.05;0.02
TXN-11332;2025/06/05;Edu Corp;Bucaramanga;Software;92;891.72;0.26
TXN-11333;2024/08/18;Eco Group;Cali;Software;14;1211.67;0.08
TXN-11334;2025/08/27;Neo Systems;Cali;Mobiliario;45;1087.24;0.29
TXN-11335;2026/08/31;Neo Systems;Medellín;Mobiliario;63;758.62;0.19
TXN-11336;2025/03/13;Neo Systems;Cali;Servicios;91;525.19;0.1
TXN-11337;2024/01/04;N3o Systems;bogota;Oficin ;76;137,88;0.14
TXN-11338;2024/05/06;Acme SAS;Barranquilla;Mobiliario;25;825.94;0.13
TXN-11339;2024/01/29;Eco Group;Barranquilla;Oficina;77;30.75;0.3
TXN-11340;2024/10/10;Global Trade;Bucaramanga;Oficina;49;1492.06;0.25
tx_ 11341;2025/10/14; Global trade;bogota;Electrónica;50;336,06;N/A
TXN-11342;2026/11/28;Eco Group;Medellín;Oficina;94;114.39;0.1
TXN-11343;2025/02/19;Neo Systems;Barranquilla;Software;19;788.53;0.15
TXN-11344;2024/10/03;Tech Corp;Medellín;Software;33;1451.45;0.25
TXN-11345;2025/02/11;Global Trade;Barranquilla;Servicios;68;379.25;0.15
TXN-11346;2024/01/02;Neo Systems;Bogotá;Mobiliario;60;1238.2;0.28
TXN-11347;2026/11/22;Tech Corp;Bucaramanga;Electrónica;90;530.31;0.09
TXN-11348;2026/11/17;Global Trade;Medellín;Servicios;34;1204.73;0.02
TXN-11349;2026/10/23;Neo Systems;Medellín;Software;14;462.06;0.01
TXN-11350;2024/04/30;Tech Corp;Barranquilla;Software;68;696.35;0.03
TXN-11351;2024/08/16;Acme SAS;Barranquilla;Electrónica;80;113.73;0.09
TXN-11352;2024/11/27;Global Trade;Barranquilla;Oficina;9;32.31;0.19
TXN-11353;2026/12/12;Acme SAS;Cali;Software;34;1150.02;0.09
TXN-11354;2024/09/17;Eco Group;Bogotá;Mobiliario;90;903.23;0.07
TXN-11355;2025/03/24;Neo Systems;Barranquilla;Electrónica;56;527.1;0.06
TXN-11356;2026/03/21;Eco Group;Bucaramanga;Mobiliario;86;1454.13;0.07
TXN-11357;2025/02/10;Neo Systems;Medellín;Mobiliario;87;861.7;0.2
TXN-11358;2024/11/11;Tech Corp;Bogotá;Software;35;1162.86;0.09
TXN-11359;2025/08/29;Neo Systems;Medellín;Electrónica;98;379.78;0.26
TXN-11360;2026/09/09;Acme SAS;Bucaramanga;Servicios;18;907.27;0.29
TXN-11361;2024/08/06;Acme SAS;Bucaramanga;Electrónica;49;1413.72;0.24
TXN-11362;05-02-2025; Global trade;Cali;Sftware;78;1110.6;0.25
TXN-11363;2025/01/01;Global Trade;BGA;Servicios;41;1045.06;N/A
TXN-11364;2025/03/31;Tech Corp;Cali;Servicios;75;46.99;0.17
TXN-11365;2026/05/03;Global Trade;Cali;Servicios;20;840.86;0.09
TXN-11366;2025/03/05;Bio Health;Cali;Oficina;15;594.95;0.29
